coin,numHolders,link,sum
MetaZooMee (MZM),4,0x61b57bdc01e3072fab3e9e2f3c7b88d482734e05,38294.979999999996
PotCoin.com ... (POT),4,0x390603f023a33c76e3a4bf7b6cc9fba5e87dd05d,20835.58
Oggy Inu (OGGY),6,0x7e877b99897d514da01bd1d177e693ec639961af,17550.44
ARCO (ARCO),4,0x9ad4d28cf045deb68377bab20f2b652ae41c9bce,17085.24
Wrapped NYBC... (WNYBC),4,0x76952fc1087fdae2e6aa4e5a1cec9e1117a60b00,15453.68
DogeBoy (DOGB),4,0xb0f92f94d02A4d634FD394c1889Fe3cAb1FCffc7,12197.060000000001
RSS3 (RSS3),16,0xc98d64da73a6616c42117b582e832812e7b8d57f,376127.22
Xiglute Coin (XGC),4,0x89d3c0249307ae570a316030764d12f53bb191fd,5066.0
CloutContrac... (CCS),4,0x1da4858ad385cc377165a298cc2ce3fce0c5fd31,3411.71
Lendexe (LEXE),4,0x53011e93f21ec7a74cdfbb7e6548f1abce306833,1832.08
Moeta (MOETA),4,0x238A1FcC2F65ed50c1e1797cF5857CBA3E82a55B,1701.56
IdeaChain (ICH),5,0xf8483E2d6560585C02D46bF7B3186Bf154a96166,1374.94
GoldenRatio (GRT),4,0xb83Cd8d39462B761bb0092437d38b37812dd80A2,0.0
Caesars Aren... (CAESAR),4,0x343Cf59a43BD7DDD38B7236a478139A86a26222b,0.0
Criminal Fla... (CRIMIN...),5,0xEdAA2fa0FD153b78eFdE805b0A46225bb95e3CA1,0.0
Euterpe Toke... (EUT),4,0xfe7084ebf20f66d0c49fd9594dbbf531cda1531c,0.0
KEKW (KEKW),5,0x0DF596AD12F927e41EC317AF7DD666cA3574845f,0.0
KOAM (KOAM),4,0x5e482759e7d5846f03c34ca4a6a0e7e8c2bf2cd7,0.0
Lendexe (LEXE),4,0x8EC8a5627aF6B89eb58a45D29E7E90C4Aac3EE31,0.0
Skol! (SKOL),5,0xb369daca21ee035312176eb8cf9d88ce97e0aa95,0.0
SLURP (SLURP),4,0xcf91d783cff3a683dea6e4c21cb13b8689fcbbb4,0.0
Sun Tzu (TZU),5,0x13dbd5394c2c7e4bdb85b1838286faa66532a262,0.0
The Lattice (LATI),4,0xc8809F6C743179e794c4D9B95Ca862aA24976e74,0.0
USDSHARES (USDS),4,0x83e6b68028d3f25631b2e60f7023de201c1fe996,0.0
VESTATE (VES),4,0x1f557fb2aa33dce484902695ca1374f413875519,0.0
Wrapped PRCY (WPRCY),5,0xdfc3829b127761a3218bfcee7fc92e1232c9d116,0.0
Wrapped Wide... (WWCN),4,0x54a3017754bfba73f71f37d893a368814cbff457,0.0
WRAPPEDSHARE... (WSHARE...),4,0xd8a301a15a92e00a5ac7ef0b68513a78ae18d5d9,0.0
Wry (WRY),4,0x1dff69d892d7a503088522b830eadcba9867f6bd,0.0
ERC-20 TOKEN*,7,0x1f6b71a41C191d63E1b339f08B7a1d34FB527B4C,0.0
ERC-20 TOKEN*,7,0x2379757bfBA1f3ed7BB2A5C6fdcc157C56ce4d96,0.0
ERC-20 TOKEN*,4,0xA50D8d04a54F0cbb167b4F4d093f5fB383D20D75,0.0
ERC-20 TOKEN*,5,0x903b7E526A1a6C8efD54Ac5D21963023E5312b32,0.0
ERC-20 TOKEN*,3,0x00853D660A538D5052e7cDD156782a80E1246E9d,0.0
ERC-20 TOKEN*,3,0x8020737dBB903B2365Bc4793b369e2E20181803d,0.0
ERC-20 TOKEN*,9,0xE0C19090e28E6Ba7C07DBC8d3DeF0E0CC59BFb56,0.0
ERC-20 TOKEN*,2,0x7aF75f030CbE23df021088115985ab47bCf9d772,0.0
ERC-20 TOKEN*,4,0x55e3B07d0a01c6467bA5EfFa17d99C8DC1b17D3F,0.0
ERC-20 TOKEN*,3,0x69999E3009B0f71933cB7e6436a4bBCE4578b060,0.0
ERC-20 TOKEN*,3,0x02b22480Fb175839700494d5C15DA7771e6fb6Ce,0.0
ERC-20 TOKEN*,3,0x38D294Bd74BE2D8eb1750F0c36547bb4764354ED,0.0
ERC-20 TOKEN*,2,0x7434a043d0A6548a4D5e54cc35DfA1B8F0823496,0.0
ERC-20 TOKEN*,3,0x6c88a6FB0E2A52244dEEb00199B92f116cD63EB9,0.0
ERC-20 TOKEN*,4,0xFE3BA5A23354FB7AAD38c3C4E445F0d3Ae35e537,0.0
ERC-20 TOKEN*,3,0x21eC000Cc559E3BFa85F55Dc3B870Cadf2cD9cF9,0.0
ERC-20 TOKEN*,2,0xEbEB6efAa03DFdEFfAF9689e2b8A6658cF04aBC5,0.0
ERC-20 TOKEN*,2,0xB94Cd5217C0d096DddC8d6e87b7cE3AA0AC8Eb80,0.0
ERC-20 TOKEN*,3,0x519eaf67D035c90F38E798141aA6419bb86026fc,0.0
ERC-20 TOKEN*,4,0x07A183b152B492D88217bC6310f4B062fc1f6c90,0.0
ERC-20 TOKEN*,2,0xB26E8de341d36c3Ff457C323f28d9dC17FA776b6,0.0
ERC-20 TOKEN*,2,0x40993ec6f9Ccf31E4f4807923700C63c8C7ACD37,0.0
ERC-20 TOKEN*,2,0xEe65E14a7F418c0DDc38D032b45ADb7d26A9C516,0.0
ERC-20 TOKEN*,4,0x099dC22b7206b7187A7700667E87259ccA614980,0.0
Lets Go Bran... (LETSGO),2,0xA6586E19EF681b1AC0ED3D46413D199a555dBB95,0.0
Vote-escrowe... (veSYNC),5,0x216c9bb7380cDe431662E37e30098d838d7e1Dc8,0.0
ERC-20 TOKEN*,2,0x0dfa4dA00A0c03cd8dC5E9E636647105059cbddB,0.0
Bitpower (BPP),1,0x52d904eff2605463c2f0b338d34abc9b7c3e3b08,64.04
PieDAO DOUGH... (DOUGH),3,0xad32A8e6220741182940c5aBF610bDE99E737b2D,6.06
YFLink (YFL),2,0x28cb7e841ee97947a86B06fA4090C8451f64c0be,6.91
SpiderDAO To... (SPDR),1,0xbcd4b7de6fde81025f74426d43165a5b0d790fdd,0.71
RMPL (RMPL),2,0xE17f017475a709De58E976081eB916081ff4c9d5,9.05
Yearn Land (yLand),1,0xd0658324074D6249a51876438916f7C423075451,0.22
Keep4r (KP4R),1,0xA89ac6e529aCf391CfbBD377F3aC9D93eae9664e,0.0
$ LiquidETH.... (Visit ...),8,0x36E5E5F4b53f0a8A087917fDce577d12736eDf70,0.0
Altered Stat... (ASTO),4,0x823556202e86763853b40e9cde725f412e294689,0.0
APN (APN),3,0xef7c2ab5fafea06f8aee63c866d0be1846c35f68,0.0
Back to the ... (BITFT),1,0xb8c408ef0229c79941c720e1dbddc9181d73a6bf,0.0
Beamsplittr (BSPLT),5,0x05c9b6764a153faf4262d3885a845af694775953,0.0
Bitpayer Tok... (BPT),1,0x283669123bd83da2536bb534e20512101c18e5d8,0.0
DEVIL (DEVIL),1,0x9efdc6d782a89e1f25d3abad2f31d09c2a4ad5ad,0.0
GOD KIMCHI (gKIMCH...),1,0x4b7DfAe2567181E54776337C840e142ACb42AA1F,0.0
Hrek (HREK),1,0x5e5367298f8c666c3224dd69d3e5bfa03155da33,0.0
Sperax (SPA),1,0x9631483f28b7f5cbf7d435ab249be8f709215bc3,0.0
Sperax (SPA),1,0xfb931d41a744be590e8b51e2e343bbe030ac4f93,0.0
SperaxToken (SPA),1,0xF7623A0A44045b907D81AAD8479AA3c4A818211d,0.0
TWEETY (TWEETY),1,0xaa68fd12a3b0f7aea66fe8f7111ae3f8d9ac5058,0.0
YEARN FINANC... (YFIV),2,0xdd481ff3459a533fd401015137f029cb9f6fb6f2,0.0
ERC-20 TOKEN*,6,0xfc40ba56a4d5b6c9a69c527bbf4322c4483af3e1,0.0
Satoru Inu (SATO),1,0xaf6F6aBf18D2cC611921E6a683164eFAa9165b43,0.0
Shaman (SHAMAN),4,0x5fCe9Fc9B5d62aF082A59D0823A062F7529eFA5a,0.0
Frappecoin (FRAPPE),3,0xa9E199DbbB113bdF79Fb258417fae394c5aD0348,0.0
SpaceChainV2 (SPC),3,0x86ed939B500E121C0C5f493F399084Db596dAd20,95.44
SwapDEX (SDX),1,0x041fdd6637eCfD96af8804278AC12660ac2D12c0,77.74
DogeGF (DOGEGF),5,0xfb130d93e49dca13264344966a611dc79a456bc5,3992.01
LGCY Network (LGCY),2,0xaE697F994Fc5eBC000F8e22EbFfeE04612f98A0d,13.399999999999999
Epik Prime (EPIK),4,0x4da0c48376c277cdbd7fc6fdc6936dee3e4adf75,5815.75
PULSEPAD.io (PLSPAD),3,0x8a74BC8c372bC7f0E9cA3f6Ac0df51BE15aEC47A,124.86999999999999
RFOX (RFOX),7,0xa1d6df714f91debf4e0802a542e13067f31b8262,120558.40999999999
SafeMoon Inu (SMI),10,0xcd7492db29e2ab436e819b249452ee1bbdf52214,329.06999999999994
Cryptobuyer ... (XPT),1,0x08aa0ed0040736dd28d4c8b16ab453b368248d19,0.44
Destiny A.I. (DEST),1,0x88DC933E93bAe854BCd210aFC1b85F68EE000D10,0.15
bitcci cash (bitcca),1,0xe4d75e9b493458d032a5c3cc1ee9b0712c1ece06,0.0
Bugs Bunny (BUNNY),1,0xb9b4a26a720430f956593c4a8c2e3f28878f4964,0.0
Deezbots (BOTS),2,0x664f8cbf877bf40e5d21df5545ebf5e4dc840aa6,0.0
REAPERS GAMB... (RG),2,0x2C91D908E9fab2dD2441532a04182d791e590f2d,0.0
TOPCAT INU (TCAT),1,0x0e84d86c3745a05d65f8051407249cd1c4970346,0.0
WallE (WALLE),1,0xd41e4ab07a64aaf6fc15421425f4cbf6e6197484,0.0
WSB Classic (WSBC),7,0xe46091dce9c67691bcf22768bbee0bc9e20d4beb,0.0
Cope (COPE),13,0xD8E163967FED76806Df0097B704bA721B9b37656,0.0
Up Only (UP),1,0x86BeBddF83c2107621935c2E6a95ed719000BE53,0.0
Convex CRV (cvxCRV),8,0x62b9c7356a2dc64a1969e19c23e4f579f9810aa7,2139.91
Convex FXS (cvxFXS),9,0xFEEf77d3f69374f66429C91d732A244f074bdf74,0.0
TokemakTokeP... (tToke),1,0xa760e26aa76747020171fcf8bda108dfde8eb930,0.0
Union Pirex (uCVX),4,0x8659Fc767cad6005de79AF65dAfE4249C57927AF,0.0
Unionized Co... (ucvxFX...),1,0x3a886455E5B33300a31c5e77bAc01E76c0C7B29C,0.0
Balancer KRL (bKRL),4,0x9892843ed7b78e9ca3a15fe3d6fc12c664277c8d,0.0
Inverse Capo... (CAPO),2,0xC5f5CA2ff261735367bcf5Cf499674558096792B,0.0
XBank (XBank),3,0x73cdb352e803a630ac766a52ef202afe394c362f,0.0
Staked AST (sAST),1,0x9fc450f9afe2833eb44f9a1369ab3678d3929860,0.0
WASSIE (WASSIE),9,0x2c95d751da37a5c1d9c5a7fd465c1d50f3d96160,1158.26
FUCK PEPE (FKPEPE),11,0x082646b22a3960da69ef7a778c16dd6fb85dd999,3436.67
PEEPO (PEEPO),9,0xaada04204e9e1099daf67cf3d5d137e84e41cf41,2490.0900000000006
HYVE (HYVE),3,0xd794DD1CAda4cf79C9EebaAb8327a1B0507ef7d4,30.870000000000005
SHKOOBY INU (SHKOOB...),2,0x29a5c1db7321c5c9eae57f9366ee8eef00ca11fb,7.08
FFF_Dividend... (FFF_Di...),2,0xeb0835a61850b720d00e461c10dcaab3caf93af5,0.0
FoodFarmer.F... (FFF),2,0xC16B2419494aE0604432297D40CDF0e8d68dE8d6,0.0
GGold (GGOLD),3,0x5c2E129ec58563c7206229fFb1aDb9dC29db915f,0.0
IMPT (IMPT),11,0x04c17b9d3b29a78f7bd062a57cf44fc633e71f85,2073.9700000000003
SAUDI SHIBA ... (SAUDIS...),2,0x34d31446a522252270b89b09016296ec4c98e23d,9.29
Andy (ANDY),5,0x805bE90C8f3fA0D462450f03e8d2462160Eb2287,0.0
Dash 2 Trade (D2T),12,0x4dd942baa75810a3c1e876e79d5cd35e09c97a76,0.0
PUNKX (PUNKX),4,0x5FC5719c73ee1C6083D821d933F5C6A79627CA9A,0.0
Katana Inu (KATA),11,0x2e85ae1C47602f7927bCabc2Ff99C40aA222aE15,7745.200000000001
pTokens ORE (ORE),2,0x4f640f2529ee0cf119a2881485845fa8e61a782a,338.52
Anime Magic ... (AMBot),1,0xCAb5778720C054aE6C3fE8cfb33D74aE41c9F535,0.0
Bart Simpson (Bart),2,0x8f45250b9d43e213Da5BAC058F2396E3c836023B,0.0
BeFi Labs (BEFI),1,0xdBc75F3c6fA07dCC1e8AbB652C9CC7d077CA46bD,0.0
DogGPT (DOGGPT),1,0xD988A1C4E28825a85da6b858d69228Fb772c647b,0.0
InVest ($IT),1,0xb2469167beb5839c6b4200e04a6cf17cf6a5e033,0.0
Lan YangYang (GOAT),1,0x3a20a83460f08e71419b5b87ca2ac2802c3cc398,0.0
MEOW (MEOW),1,0xb33e06A287ea85d19C1BC4104f6f17E79BbA3abE,0.0
MetaMask (MetaMa...),1,0x37aA2216d01cC9b539f36D3593Fd6dcB7a7b2ff6,0.0
Otto (OTTO),1,0x4e43e47892786af90e423092347da07d5d26f848,0.0
成龍 (CHAN),1,0x9d4fb44b8d41951595127b396939cb9ff4c94f00,0.0
Aisle Financ... (AISLE),2,0xf75818e08bffaca21ddcd6d6ad7e4c8f6cebd0fe,0.0
uETH.io (uETH.i...),20,0x8f5a1Cb27cfeD6A640dE424e9c0abbCeaad0b620,0.0
Saudi Bonk (SAUDIB...),1,0x4e4990e997e1df3f6b39ff49384e2e7e99bc55fe,22.42
AbroShib.Org (Swap t...),15,0x573af4529756643e9c16caae7995a5ce4aad051d,0.0
BEBE (BEBE),6,0xeC21890967a8CEb3e55a3F79dAc4E90673ba3C2E,0.0
Donald Trump (TRUMP2...),2,0xa41f7ed89d86258bb8fdef8e77e91f43c28ab74c,0.0
Volt Inu (VOLT),19,0x7db5af2b9624e1b3b4bb69d6debd9ad1016a58ac,0.0
tehBag (BAG),6,0x235c8ee913d93c68d2902a8e0b5a643755705726,265.94
Air Shiba (AIRSHI...),1,0x8d5b1dce49970a1841f9444b496f458ef4495748,0.0
AssassinShib... (SINSHI...),1,0x4e1f361d7849EED0cb764EC26b625DF877B893eF,0.0
Eggs (EGGS),5,0x2e516ba5bf3b7ee47fb99b09eadb60bde80a82e0,0.0
Given networ... (GIVEN),1,0x364591292057ea8c36a828d7beb35f2b8d8e0c2a,0.0
mini Shiba S... (miniSH...),1,0x8222F61Cd6B2F387dd10321d34b30334938eE803,0.0
Shiba Mongoo... (SHIBMO...),1,0xceaaf939438fa3b93479962d519227aed65a5eb2,0.0
Shibarium Pa... ($SHIBP),1,0xC90906d45046059221e908de5Cc8fcfaCA859235,0.0
Uniswap V2 (UNI-V2),1,0xac1e68d939c9f758278950cd8ee04dc3bcd4a842,0.0
ERC-20 TOKEN*,1,0x2afe3273ef71a0bbda6cefd5134935fb4f876d72,0.0
ERC-20 TOKEN*,2,0x36c5a1f80a6a978aaff02a8b7f3d4b5a363632fb,0.0
ERC-20 TOKEN*,1,0x4ecdd145c5a2c9bf688e51a7240827e07433c06e,0.0
ERC-20 TOKEN*,1,0x66de58a5296be8f396f61be0c37df6ab55c561c2,0.0
ERC-20 TOKEN*,1,0x6016d163251c2a6dc93f7497de2eadd22e76bde7,0.0
MDI (MDI),2,0x848896470d989f30503d8f883c331f63b73b66ea,2857277.56
Crypto Carbo... (CYCE),2,0x9681ee0d91e737c3b60aceba7fbdae61b5462f42,4310.07
REMME (REM),2,0x83984d6142934bb535793a82adb0a46ef0f66b6d,18.1
AMLT (AMLT),2,0xca0e7269600d353f70b14ad118a49575455c0f2f,0.0
Katalyo Toke... (KTLYO),2,0x24E3794605C84E580EEA4972738D633E8a7127c8,0.0
Life Crypto (LIFE),5,0x6c936d4ae98e6d2172db18c16c4b601c99918ee6,0.5
Patientory (PTOY),2,0x8ae4bf2c33a8e667de34b54938b0ccd03eb8cc06,0.0
Smart Advert... (SATT),2,0xdf49c9f599a0a9049d97cff34d0c30e468987389,0.0
Qubitica (QBIT),2,0x1602af2c782cc03f9241992e243290fccf73bb13,0.0
Hypersign Id... (HID),3,0xb14ebf566511b9e6002bb286016ab2497b9b9c9d,57380.11
Conic Financ... (CNC),8,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,19624.260000000002
# inscribe-g... (Claim ...),7,0x031371841ac28c66c8bd94b0e23fc501009bea22,0.0
# LiquidEthe... (Visit ...),17,0x52280D7F0b16285B6f6aC9431Fd57DD57c7c727A,0.0
ETF The Toke... (ETF),3,0x667210a731447f8b385e068205759be2311b86d4,0.0
Inscribe (INS),10,0xe9572938bcbf08adceE86Fd12A7C0D08dC4Ab841,0.0
Shutter Toke... (SHU),6,0xe485e2f1bab389c08721b291f6b59780fec83fd7,0.0
SHIBONE INU (SHIBON...),1,0xd5de579f8324e3625bdc5e8c6f3db248614a41c5,0.05
MintySwap (MINTYS),4,0xbbd900e05b4af2124390d206f70bc4e583b1be85,7.75
bppo.site (bppo.s...),14,0x3654746ce159ba2fcdf926133d51ecbb85f19288,0.0
ERC-20 TOKEN*,7,0x36084264cae594b4d69D5990826adE0835Ee127C,0.0
ERC-20 TOKEN*,16,0xc44f0e484965196022501dc4c03ad35aeec03ad5,0.0
ERC-20 TOKEN*,3,0xa0a9D1c370785B6D9Bd49B097B079166b06838C0,0.0
PSYOP (PSYOP),4,0xaa07810aE08575921c476Ff088bc949da43e4964,2.6100000000000003
Love (Love),2,0x14d312Ac2bfC95d9BBeFa87deB1d3cfCF69980de,0.0
XinFin XDCE (XDCE),1,0x41ab1b6fcbb2fa9dced81acbdec13ea6315f2bf2,267.4
$ clink.gift (Visit ...),7,0xB26C9482A2cBb26c6f3F5C59179938B4f2092159,0.0
ETH... (ETH),4,0x09723ef7E49504baf733204e33D4ee2b00E4D8B4,0.0
ArtemisAI (ATAI),1,0x92098551e613dfdcd4d7c7b2c35615709e4e0397,8266.88
# claim-stet... (Visit ...),9,0x1bD0236f7905dF9D1648F8C916B9320Cd0405BA5,0.0
BuyNoworCryL... (BNCL),1,0x9a47d547fe50c885c216bbd880acd2dacab408df,0.0
Merkly OFT (MERK),1,0xc072c3ebaf165955c5aad2dbb4293f771de6dbd3,0.0
XDoge (XD),15,0x01eeffcd9a10266ed00946121df097eed173b43d,77.37
Burning Man (MUD),33,0x606193711a7888AAE1C95D79Ff9554e0a78451b2,0.0
Coin-coin co... (CC coi...),4,0x7f3eab3491ed282197038f1b89ca33d7e5adffba,0.0
MonsterBit (MB),1,0x64d2d66050c540116a02a49aeda827af67bb1475,0.0
ERC-20 TOKEN*,1,0x9b9eac3edd2a9d08506eb7b0e8935742ef88c673,0.0
ERC-20 TOKEN*,6,0x85332b222787eacab0fff68cf3b884798823528c,0.0
Token (TOKEN),1,0x7c03c1d1c5b4ba1ac76551e27922e1dcaad57fd8,0.28
Definitely S... (DS),1,0x385108cf2232956df973d06f5ecd2d7d4a2a92b7,0.0
ETF (ETF),1,0x933DD3a622E23cA0F6af2691BBc92949b02b37b5,0.0
Goner (GONER),3,0xb1ae8b450d7a79069834936d573b184c1447b7b2,0.0
JAREDFROMSUB... (JARED),1,0x340b45b47ca875c4b1a4079f8d044c03391ca274,0.0
NewPEPE (NPEPE),1,0xB1D49c0bf4705B9005fF82b741dE5520300B0B86,0.0
XELON (XELON),4,0x19E7a94740Fac59119BA2abb74c385818E182d97,0.0
ERC-20 TOKEN*,22,0xc694de91a6af14c3e3b538c5274d40a9088c53ba,0.0
Pepe Coin (PEPE),1,0xf940400f89b8ea896b67110a0dce492ff6326b10,0.0
Wrapped Celo (wCELO),1,0xe452e6ea2ddeb012e20db73bf5d3863a3ac8d77a,62.23
TrueFlip (TFL),1,0xa7f976c360ebbed4465c2855684d1aae5271efa9,50.72
PepeFork2 (PORK2),3,0x1fF6df0892e636832B443359C66ed57515011d6f,0.0
Energi (NRG),5,0x1416946162b1c2c871a73b07e932d2fb6c932069,2062.7799999999997
CoinViewCap (CVC),1,0x22b59a7387F7D25fe2b1c692Ee825e1802E6E3d5,1168.01
Bonsai3 (SEED),3,0xe2353069f71a27bBbe66eEabfF05dE109c7d5E19,247.32
SHIB2 (SHIB2),1,0x2de7b02ae3b1f11d51ca7b2495e9094874a064c0,0.0
shib2 (SHIB2),1,0xc4cfcbf773dd4c3d06a1fb52f6545b5fec1260d2,0.0
SHIB2.0 (SHIB2....),1,0x34ba042827996821cffeb06477d48a2ff9474483,0.0
Wrapped BUY ... (WBUY),2,0x396ec402b42066864c406d1ac3bc86b575003ed8,415.52
PieDAO Balan... (BCP),1,0xe4f726adc8e89c6a6017f01eada77865db22da14,0.0
Synth sLINK (sLINK),2,0xbbc455cb4f1b9e4bfc4b73970d360c8f032efee6,0.0
Axie (AXIE),5,0xf5b0a3efb8e8e4c201e2a935f110eaaf3ffecb8d,0.0
# usdrewards... (Visit ...),3,0x28773A24699b20D01E9817550488f0dB06477CC9,0.0
Alice Financ... (ALICE),1,0xb3bf79ef025bba6f1e413137c7885ee046b30c72,0.0
Australian S... (ASS),1,0x52cc5055494591c94ef1c49df3903e8781271dab,0.0
Avalaunch (XAVA),1,0xe2cdb9a1923b7c7339eb3366f5ce4dbbfb3aea0f,0.0
BABYFROGE (BABYFR...),1,0xa39355c62b203368fed1c5f0a8d53ad901dcd836,0.0
Banana.ApeIn... (BANANA),1,0x2502533e0fcb33ddfb0c2517b2480752a71ae878,0.0
Boson Token (BOSON),1,0x53472e85d4046abe3626a0d71208de554ce2999c,0.0
Coinbase (COIN),1,0x980dea541475cdad8b895a711a7d3c4f74b4f36e,0.0
CoinToken ($COIN),1,0xc6c2411d78af77209c59b759d3f23c87a5450be3,0.0
COPE (COPE),1,0xfa19cee60d6e6a9fd18bd2e316fd66192713a1c5,0.0
DLP_031816fd (DLP),1,0x031816fd297228e4fd537c1789d51509247d0b43,0.0
FISH Tank (FISH),7,0x2604e9f68259e609e8744fb67cc410d50fc9aa0f,0.0
Mina Protoco... (MIP),1,0x5d1c1e440a04276c71b69e2a32c832ea87947779,0.0
Orakuru (ORK),1,0x64d3aaf10907f19fb4ae00b828806899722b99a1,0.0
Palm.io (PALM),1,0x0516cbb0bdea3a8c782d3ec6388283e2860fdc8b,0.0
PieDAO DEFI+... (DEFI++),1,0x8d1ce361eb68e9e05573443c407d4a3bed23b033,0.0
PieDAO Yearn... (YPIE),2,0x17525e4f4af59fbc29551bc4ece6ab60ed49ce31,0.0
Polkasol (PSOL),1,0x165569b8cb75c44e2c884a5aa51f427153dff11a,0.0
Primitive To... (PRM),1,0xece1e7380a23670c9a91f72b3a44b5a3725e98b0,0.0
Publicmint.c... (MINT),1,0xa3e6ddeb48dacafc805625fb31f3791ee8fa8a4a,0.0
Robot Bender (BENDER),1,0x951ac7320bb339453A5C6f233983b52C06C0F44d,0.0
SafeMoon (SafeMo...),1,0xc63e6bccd96fc0a777524becc8ee1fa049bf81c5,0.0
Shibnance (SHIBNA...),2,0xd755c0d01d06fd228bA7BE22c805a9e5631Aa6a6,0.0
Small Love P... (SLP),1,0x37236cd05b34cc79d3715af2383e96dd7443dcf1,0.0
Solanium (SOLM),1,0x443075b42797bf75d7c1164ee4c216525a6147dc,0.0
SolExchange (SOLEX),1,0x34cc8427a8191b119b9be2ed5f08e14119046c10,0.0
Sollet (SLL),1,0x276dcb76143b91df8bec4ded419c286e075e0929,0.0
Solstarter (SOS),1,0x9239411c92851ea2a4ed91a7e61acb68411f0728,0.0
Solstarter (SOS),1,0x5aa4977fbcbdcfdd9906f96cef179b460f30d4c6,0.0
Step.finance (STEP),1,0x327d5e8f83a807ddcfe38ca4373e8f825a99a594,0.0
Tidal Token (TlDAL),1,0x33835bc4bd50ba1e3ec10f5fbeed559a234a6931,0.0
Tranchess.co... (QUEEN),1,0x44c26584b90abb52545f34bb5b67023fe1e316f7,0.0
Vercel (VER),1,0xadcde44351d81783898ec717ac69511e0311ad81,0.0
Vesper Finan... (VES),1,0xa4443ec19ac02a757bfa8a2a5071b2e65e29ca71,0.0
WallStreetBe... (WSB),1,0xbbff2cccd0e774478b2316fbbb22913f1f1475a7,0.0
Wrapped Nick... (NICKEL),1,0x9b9128d3b415475bf0fff0405b746ca5e41a0dd4,0.0
y.at (YAT),1,0x1b105b5dd86d6ce25533c17484746438e6c9a327,0.0
Vote-escrowe... (veDOUG...),2,0xe6136f2e90eeea7280ae5a0a8e6f48fb222af945,0.0
ERC-20 TOKEN*,2,0xdC2431FD21b15e3854d41C4B9b122a3A39161C47,0.0
ERC-20 TOKEN*,9,0x16b3dd2970ad3f19c6068c65777530830d33773e,0.0
ERC-20 TOKEN*,1,0x3c0470b476aa3bf615bc828a6b2006aabab440da,0.0
ERC-20 TOKEN*,2,0xbd037f66211cbbfdc0be0ff8bfa6dc056c9f2389,0.0
ERC-20 TOKEN*,1,0x0868055f30dc47a873176dea746b9d27a71e4ec1,0.0
# LiquidETH.... (Visit ...),7,0xf864Aa88B8c8D43395823C8257C25EE0F2275A2f,0.0
$ agdom.site (Reward...),3,0x85834263cbd3a9d36b86e0103daada2832390c4c,0.0
Graph Token (GRT),2,0xc3dccd31fa9630ce78f2cf1d71e150240c71fd48,0.0
Matic Token (MATIC),4,0x874d1c9847c8582960c7108d0a8044e05dd6171e,0.0
Tether USD (USDT),2,0xf037c806c91af94b50de0642b9d56cfe412ac416,0.0
VesperToken (VSP),6,0x1b40183efb4dd766f11bda7a7c3ad8982e998421,286.18
Strudel Fina... ($TRDL),2,0x297d33e17e61c2ddd812389c2105193f8348188a,0.94
Askobar Netw... (ASKO),6,0xeEEE2a622330E6d2036691e983DEe87330588603,101.33
BananaCat (BCAT),8,0x0590cc9232eBF68D81F6707A119898219342ecB9,0.0
Crypterium (CRPT),2,0x80a7e048f37a50500351c204cb407766fa3bae7f,0.0
Jejudoge (JEJUDO...),5,0x939a7a577d93ad29b64c1595b1284ce660a479b9,0.0
Zedxion (ZEDXIO...),2,0xfbc4f3f645c4003a2e4f4e9b51077d2daa9a9341,0.0
LUKSO (LYXe),2,0xA8b919680258d369114910511cc87595aec0be6D,501.83
SushiBar (xSUSHI),6,0x8798249c2E607446EfB7Ad49eC89dD1865Ff4272,4166.5
GP (GP),7,0x38Ec27c6F05a169e7eD03132bcA7d0cfeE93C2C5,20.660000000000004
 (),1,0x0bd72469b9dc72c833dff9ca9be2eb032e603125,0.0
# aeth.gift (Visit ...),1,0xC0a2B2a2E1D5ca9B528FFDa0379E0D61Fd5Cc64b,0.0
CHEDDAR (CHEDDA...),1,0x68810FB2B13d48b2f4a0FB1FeA2397A2A106Ad2D,0.0
Chipz (CHPZ),1,0xd7d6ab522fa41caae78f6edeb46a14954ae0c772,0.0
MagicFolkGem... (MFGEM),1,0x3988784879B3928c23aD51942AB86Fa06B737342,0.0
Oogear (OG),2,0xe89c20096b636ffec9fd26d1a623f42a33ead309,0.0
Yoh Token (YOH),1,0x88a07dE49B1E97FdfeaCF76b42463453d48C17cD,0.0
Mars (Mars),2,0x3CFB9e928B2a04Fd211f2a48470805312Cb92E59,0.0
PUTIN Token (PTT),2,0x53a1e9912323b8016424d6287286e3b6de263f76,0.0
DeepFakeAI (FakeAI),3,0x5aef5bba19e6a1644805bd4f5c93c8557b87c62c,29421.15
Catboy (CATBOY),2,0x0DceE5F694E492F0DD842a7FBE5BEd4C6E4665a6,28280.74
BabyPepe (BABYPE...),7,0x5c559f3ee9a81da83e069c0093471cb05d84052a,0.0
KitsuneInu_D... (Kitsun...),2,0xbfe5d21c2345518e11194be6ce052d9f4f576478,0.0
ERC20 (Ү...),11,0x695f0dB95223224ab6143B9F157Dfe3F4e71032d,0.0
ecoterra (ECOTER...),6,0x982b50e55394641ca975a0eec630b120b671391a,0.0
Love Hate In... (LHINU),11,0xcedefe438860d2789da6419b3a19cece2a41038d,0.0
XBank (XBank),5,0xc92416f8371b233964E1f99f486Fc56f78317767,0.0
