address,url,numdayshrs (lastTXN),dayshrs (lastTXN),numdayshrs (firstTXN),dayshrs (firstTXN),current_eth_portfolio,dropdownMenuBalance,ethATH,usdATH
0xfaaf6324666971cab93023654405188258ea898c,https://etherscan.io/address/0xfaaf6324666971cab93023654405188258ea898c#analytics,3,days,2146,days,0,187.81,7.3905968635495976,15273.04
0x4ef90dad931df442fc04d5541f7f5e8354aa1a94,https://etherscan.io/address/0x4ef90dad931df442fc04d5541f7f5e8354aa1a94#analytics,925,days,1229,days,0,104.04,13.979693341722534,5557.77
0xf14df9087545a2c4a9614432b14e16d95bc3534c,https://etherscan.io/address/0xf14df9087545a2c4a9614432b14e16d95bc3534c#analytics,129,days,1359,days,0,4125.08,11.083691892060381,11099.22
0x9e32ac90d9c4a1cf4721b8a8a6f0fecdcdf013dd,https://etherscan.io/address/0x9e32ac90d9c4a1cf4721b8a8a6f0fecdcdf013dd#analytics,766,days,1399,days,0,2.01,35.948548442353655,14661.62
0x2134f00a5f9d41943e05455ca50e0997e3739847,https://etherscan.io/address/0x2134f00a5f9d41943e05455ca50e0997e3739847#analytics,198,days,2302,days,0,104.49,5.117546573666383,2263.02
0x2134f00a5f9d41943e05455ca50e0997e3739847,https://etherscan.io/address/0x2134f00a5f9d41943e05455ca50e0997e3739847#analytics,198,days,2302,days,0,104.49,5.117546573666383,2263.02
0x2ea88d3ab922bdc989f8cec210385932b5517ca3,https://etherscan.io/address/0x2ea88d3ab922bdc989f8cec210385932b5517ca3#analytics,378,days,1292,days,0,91.87,10.907236373618163,19823.68
0xefe366e42f6e2684ef608581f7b743b0fb8d64d2,https://etherscan.io/address/0xefe366e42f6e2684ef608581f7b743b0fb8d64d2#analytics,34,days,1263,days,0,2.77,8.55012471064089,16440.18
0x4b3a01d11fcb01431105ba2c8c90ffb8a03eea88,https://etherscan.io/address/0x4b3a01d11fcb01431105ba2c8c90ffb8a03eea88#analytics,974,days,1209,days,0,0.36,0.010822469641408948,4.28
0x4202c5aa18c934b96bc4aedb3da4593c44076618,https://etherscan.io/address/0x4202c5aa18c934b96bc4aedb3da4593c44076618#analytics,17,days,2223,days,0,86.25,139.96557725765405,83997.41
0x602cd80de210d4253f671276a85fabcfa3ee1c7f,https://etherscan.io/address/0x602cd80de210d4253f671276a85fabcfa3ee1c7f#analytics,22,days,1729,days,0,111.62,25.299201710366994,9127.2
0x75c0ff7140725ebd2dc65bd56ca1aead3d1fb770,https://etherscan.io/address/0x75c0ff7140725ebd2dc65bd56ca1aead3d1fb770#analytics,1129,days,1221,days,0,5.39,0.8847125984194958,351.73
0x75c0ff7140725ebd2dc65bd56ca1aead3d1fb770,https://etherscan.io/address/0x75c0ff7140725ebd2dc65bd56ca1aead3d1fb770#analytics,1129,days,1221,days,0,5.39,0.8847125984194958,351.73
0x75c0ff7140725ebd2dc65bd56ca1aead3d1fb770,https://etherscan.io/address/0x75c0ff7140725ebd2dc65bd56ca1aead3d1fb770#analytics,1129,days,1221,days,0,5.39,0.8847125984194958,351.73
0x2508c35b90733258a546ed6f0a24405f718b25cb,https://etherscan.io/address/0x2508c35b90733258a546ed6f0a24405f718b25cb#analytics,208,days,1267,days,0,334.68,27.01610819316388,112961.91
0xe09a4684d0481df72af26f2a210e64180db16a47,https://etherscan.io/address/0xe09a4684d0481df72af26f2a210e64180db16a47#analytics,17,days,2087,days,0,1331.33,6.663014710994115,5758.1
0x33905453c79e3a566a65ab80a7fc888f7c08109c,https://etherscan.io/address/0x33905453c79e3a566a65ab80a7fc888f7c08109c#analytics,18,hrs,1632,days,0,3352072.78,1.4650063431472167,809.87
0x8839932c57e649f1f4f5d75e4fc4a1d4842e1cb9,https://etherscan.io/address/0x8839932c57e649f1f4f5d75e4fc4a1d4842e1cb9#analytics,486,days,1316,days,0,0.00,2.1967635329727546,2439.39
0x529771885770a756eaab634f68b61495687d3156,https://etherscan.io/address/0x529771885770a756eaab634f68b61495687d3156#analytics,589,days,1233,days,0,0.00,10.200896502468352,2477.19
0xa29cf70cc7ed75f1b32b4163d46c4ce50e885dc4,https://etherscan.io/address/0xa29cf70cc7ed75f1b32b4163d46c4ce50e885dc4#analytics,23,hrs,1216,days,0,4083.82,72.02140029940594,29077.92
0x1149ae5cbe285f4f040c549c1089df628d73fba1,https://etherscan.io/address/0x1149ae5cbe285f4f040c549c1089df628d73fba1#analytics,189,days,2134,days,0,0.00,5.715545617943963,2226.15
0x1149ae5cbe285f4f040c549c1089df628d73fba1,https://etherscan.io/address/0x1149ae5cbe285f4f040c549c1089df628d73fba1#analytics,189,days,2134,days,0,0.00,5.715545617943963,2226.15
0x02ebc13bcf0f319dc20e84d5699fa0a52997659f,https://etherscan.io/address/0x02ebc13bcf0f319dc20e84d5699fa0a52997659f#analytics,940,days,1216,days,0,None,37.193916010903955,13153.04
0xf29ec0aae7f807729792ff37eec147562660eb1c,https://etherscan.io/address/0xf29ec0aae7f807729792ff37eec147562660eb1c#analytics,1165,days,1209,days,0,None,0.05,19.49
0x96e9f8011a77f1219fd178211af5fe6f06bb4b26,https://etherscan.io/address/0x96e9f8011a77f1219fd178211af5fe6f06bb4b26#analytics,59,days,1291,days,0,10.92,3.070569918579757,1163.87
0x3f854d4d3501a5cc985d770a1df8bad4cf4198c8,https://etherscan.io/address/0x3f854d4d3501a5cc985d770a1df8bad4cf4198c8#analytics,141,days,1207,days,0,None,0.99733636,2292.76
0xf85d3886bda22c444f71065c5cba3a73d8b9c7f2,https://etherscan.io/address/0xf85d3886bda22c444f71065c5cba3a73d8b9c7f2#analytics,79,days,1634,days,0,177.85,7.389773182413515,1953.26
0xc4ebaf58db97305f2058650a6067730722c17279,https://etherscan.io/address/0xc4ebaf58db97305f2058650a6067730722c17279#analytics,204,days,1483,days,0,2879.76,39.66156210747322,15263.69
0x96e9f8011a77f1219fd178211af5fe6f06bb4b26,https://etherscan.io/address/0x96e9f8011a77f1219fd178211af5fe6f06bb4b26#analytics,59,days,1291,days,0,10.92,3.070569918579757,1163.87
0x127b8f6a7b6a3b858fba6ceb3eaffb587ae4dce6,https://etherscan.io/address/0x127b8f6a7b6a3b858fba6ceb3eaffb587ae4dce6#analytics,638,days,1219,days,0,None,0.08383757442400418,32.65
0x3235d4e516ce792f79521ba11cd795bc372958af,https://etherscan.io/address/0x3235d4e516ce792f79521ba11cd795bc372958af#analytics,1206,days,1213,days,0,None,0.003895825,1.48
0xefe366e42f6e2684ef608581f7b743b0fb8d64d2,https://etherscan.io/address/0xefe366e42f6e2684ef608581f7b743b0fb8d64d2#analytics,34,days,1263,days,0,2.77,8.55012471064089,16440.18
0x7c72835870d5ca4a6c3ce2a304b2aa9d542f0620,https://etherscan.io/address/0x7c72835870d5ca4a6c3ce2a304b2aa9d542f0620#analytics,4,days,1217,days,0,3470.18,12.040815976152766,10777.39
0xbc68073255e330204469e2bd7264c77fc8091ad3,https://etherscan.io/address/0xbc68073255e330204469e2bd7264c77fc8091ad3#analytics,9,days,1298,days,0,57.42,1.79619962466245,2477.19
0x5a2a4d2bc3beff479cb72e6ec4648d355bfe24bd,https://etherscan.io/address/0x5a2a4d2bc3beff479cb72e6ec4648d355bfe24bd#analytics,641,days,2187,days,0,30.81,17.886176272359407,5120.92
0xe90d2defb59081d314dc621c1d005cbb50179031,https://etherscan.io/address/0xe90d2defb59081d314dc621c1d005cbb50179031#analytics,1205,days,1209,days,0,None,0.042131459,16.68
0xe90d2defb59081d314dc621c1d005cbb50179031,https://etherscan.io/address/0xe90d2defb59081d314dc621c1d005cbb50179031#analytics,1205,days,1209,days,0,None,0.042131459,16.68
0xc1aac7e776c5bfe9b4b0af686b9727058083d37d,https://etherscan.io/address/0xc1aac7e776c5bfe9b4b0af686b9727058083d37d#analytics,1024,days,1700,days,0,0.01,5.80332473825,2151.21
0x2ec345652b0c17d1d954a66ff08747674cb5fe09,https://etherscan.io/address/0x2ec345652b0c17d1d954a66ff08747674cb5fe09#analytics,130,days,2100,days,0,888.72,58.194307135963435,226201.85
0x1d118eca15425f644d7aee03f5de7261a7bbb5d6,https://etherscan.io/address/0x1d118eca15425f644d7aee03f5de7261a7bbb5d6#analytics,10,hrs,2075,days,0,3142.35,32.09547848803796,29837.45
0x3f854d4d3501a5cc985d770a1df8bad4cf4198c8,https://etherscan.io/address/0x3f854d4d3501a5cc985d770a1df8bad4cf4198c8#analytics,141,days,1207,days,0,None,0.99733636,2292.76
0x85b1f7afead988dd1cafce32375820977bb410b8,https://etherscan.io/address/0x85b1f7afead988dd1cafce32375820977bb410b8#analytics,1026,days,1252,days,0,11.58,2.7464526191961,1047.28
0x86bb3b5e20ba9ae65684a3ca06444799fdedcdea,https://etherscan.io/address/0x86bb3b5e20ba9ae65684a3ca06444799fdedcdea#analytics,566,days,1647,days,0,1.75,15.021147087760827,6520.68
0x7f435cbdacc30aae93988ad2c991680e124a1f01,https://etherscan.io/address/0x7f435cbdacc30aae93988ad2c991680e124a1f01#analytics,900,days,1216,days,0,4.27,16.504169719027637,6201.84
0x98e3ca21000dfd3443b13e70083c8e9766f31788,https://etherscan.io/address/0x98e3ca21000dfd3443b13e70083c8e9766f31788#analytics,240,days,1213,days,0,224.72,2.7748991199013493,5194.89
0x416914301d6c8db0bc90eb9dd25ef09cf7a2254e,https://etherscan.io/address/0x416914301d6c8db0bc90eb9dd25ef09cf7a2254e#analytics,416,days,2252,days,0,54.21,6.07646692117409,2457.96
0x4f5e9b9e644d3f3a724aff98ba5976fccd0b655f,https://etherscan.io/address/0x4f5e9b9e644d3f3a724aff98ba5976fccd0b655f#analytics,722,days,1235,days,0,912.09,4.7208364774128535,2324.62
0x88a0f3a1b2c7ef8277bc90aca867eeeac71145a5,https://etherscan.io/address/0x88a0f3a1b2c7ef8277bc90aca867eeeac71145a5#analytics,191,days,1235,days,0,4.31,20.582585675936546,80773.97
0x81e1b5163cfad14662dfb133554f3f4be8e60b5c,https://etherscan.io/address/0x81e1b5163cfad14662dfb133554f3f4be8e60b5c#analytics,195,days,2160,days,6,94.81,903.5996820889255,392252.62
0x45a2cf020999d92e8028e3852afa1fc33cea0bca,https://etherscan.io/address/0x45a2cf020999d92e8028e3852afa1fc33cea0bca#analytics,476,days,2046,days,0,1.68,41.61883199003431,24069.31
0xfd43298f0d2e7ca3583cd657fca9db52e31461e7,https://etherscan.io/address/0xfd43298f0d2e7ca3583cd657fca9db52e31461e7#analytics,651,days,1215,days,0,0.00,8.416392693937098,2863.17
0x83cc63e4fa4811d6102df871d91bf0ca3f24d820,https://etherscan.io/address/0x83cc63e4fa4811d6102df871d91bf0ca3f24d820#analytics,231,days,2334,days,0,8.24,18.474023139274955,10260.23
0x8ded09ffe3110d353f02dce34fb56e305e6ae4ac,https://etherscan.io/address/0x8ded09ffe3110d353f02dce34fb56e305e6ae4ac#analytics,24,days,1235,days,0,40879.11,13.278272912781308,19519.94
0x1692ac6a35ba9c89c255656fe2501021d90a376d,https://etherscan.io/address/0x1692ac6a35ba9c89c255656fe2501021d90a376d#analytics,1167,days,1217,days,0,0.00,18.86521638169947,6004.23
0x67abc54bbafe4791b5c6f6c2886e9d76f6e9e05b,https://etherscan.io/address/0x67abc54bbafe4791b5c6f6c2886e9d76f6e9e05b#analytics,759,days,1214,days,0,None,1.0599993387419575,410.65
0x31539e749b00b182aa14f1678e456bc168ab6fa0,https://etherscan.io/address/0x31539e749b00b182aa14f1678e456bc168ab6fa0#analytics,732,days,1215,days,0,2525.49,11.231329294303164,4872.71
0x543202a9547dc34c06bf79db28a9c68b5a12fb61,https://etherscan.io/address/0x543202a9547dc34c06bf79db28a9c68b5a12fb61#analytics,864,days,1217,days,0,379.68,5.39320427318829,2074.55
0x8a5d3479663e6927f6c527de8b8c85add4444097,https://etherscan.io/address/0x8a5d3479663e6927f6c527de8b8c85add4444097#analytics,22,mins,1257,days,0,11.52,10.668828951777146,20284
0x02b03e11f30c5651ddf0892b9f41eaed97b759e7,https://etherscan.io/address/0x02b03e11f30c5651ddf0892b9f41eaed97b759e7#analytics,828,days,1215,days,0,230.58,1.9011958897082348,1361.86
0xc8256f0b6c4ff79575b73e03d47507e09a19665e,https://etherscan.io/address/0xc8256f0b6c4ff79575b73e03d47507e09a19665e#analytics,535,days,1883,days,0,0.01,20.33909441245231,7946.89
0x1161b9899c22be7ed7dc373dbac2a6682166365e,https://etherscan.io/address/0x1161b9899c22be7ed7dc373dbac2a6682166365e#analytics,890,days,1231,days,0,143.95,5.172473439012381,1839.72
0xc5bc3579f6b3a0a160b6b8c855ac69dbd65f306a,https://etherscan.io/address/0xc5bc3579f6b3a0a160b6b8c855ac69dbd65f306a#analytics,40,days,2295,days,0,165.97,52.76137350767999,212564.32
0x316c284d1e2e46c3b47b1e8ea3b9a3b9ccf07184,https://etherscan.io/address/0x316c284d1e2e46c3b47b1e8ea3b9a3b9ccf07184#analytics,687,days,1219,days,0,0.00,4.492555170120576,17892.5
0xcb02625432ddf1455ba08aef2fc4d39cae6e10b2,https://etherscan.io/address/0xcb02625432ddf1455ba08aef2fc4d39cae6e10b2#analytics,717,days,1285,days,0,19.44,1.8056130404045436,437.1
0xa53c8f93087114a2899def4d3b3a7ccec0202d8a,https://etherscan.io/address/0xa53c8f93087114a2899def4d3b3a7ccec0202d8a#analytics,182,days,2168,days,0,4.78,9.587254477704093,27381.29
0x8a5d3479663e6927f6c527de8b8c85add4444097,https://etherscan.io/address/0x8a5d3479663e6927f6c527de8b8c85add4444097#analytics,22,mins,1257,days,0,11.52,10.668828951777146,20284
0x8a5d3479663e6927f6c527de8b8c85add4444097,https://etherscan.io/address/0x8a5d3479663e6927f6c527de8b8c85add4444097#analytics,22,mins,1257,days,0,11.52,10.668828951777146,20284
0x32dddd527c295cff53a368f30f5ea33f9f1d172b,https://etherscan.io/address/0x32dddd527c295cff53a368f30f5ea33f9f1d172b#analytics,61,days,1216,days,0,3.24,24.1559056290229,56307.25
0xe262abfdb0552d0f53a0ef02f59c7674a40c9794,https://etherscan.io/address/0xe262abfdb0552d0f53a0ef02f59c7674a40c9794#analytics,817,days,1956,days,0,23.64,10.666702385090723,6066.05
0x2316231eb70a239271deed47bfc172575f985c2b,https://etherscan.io/address/0x2316231eb70a239271deed47bfc172575f985c2b#analytics,1166,days,1584,days,0,None,5.327631052125358,2172.87
0x2316231eb70a239271deed47bfc172575f985c2b,https://etherscan.io/address/0x2316231eb70a239271deed47bfc172575f985c2b#analytics,1166,days,1584,days,0,None,5.327631052125358,2172.87
0xcdad2cc32e6170a78183a23f3916dc70974ca2a7,https://etherscan.io/address/0xcdad2cc32e6170a78183a23f3916dc70974ca2a7#analytics,925,days,2149,days,0,0.00,5.57061211110483,1931.94
0x873a673f5c2e2319efdc0e4f2df812b3fccfca33,https://etherscan.io/address/0x873a673f5c2e2319efdc0e4f2df812b3fccfca33#analytics,231,days,1220,days,0,0.98,19.118877097922198,23053.28
0x45d4f2c3916afa134c2bdd10c765663a722f4b8a,https://etherscan.io/address/0x45d4f2c3916afa134c2bdd10c765663a722f4b8a#analytics,699,days,1223,days,0,0.00,3.0512169173244614,1315.87
0xaa7a7c2decb180f68f11e975e6d92b5dc06083a6,https://etherscan.io/address/0xaa7a7c2decb180f68f11e975e6d92b5dc06083a6#analytics,90,days,2185,days,0,106.38,526.2255172658834,209206.22
0x14575fcb6a087769378025ef9c925cfc4dba8bfe,https://etherscan.io/address/0x14575fcb6a087769378025ef9c925cfc4dba8bfe#analytics,682,days,1235,days,0,9.74,8.85935586577566,2759.42
0x4396bcdec5442a3992c38d7bf4cd1417e7dcb308,https://etherscan.io/address/0x4396bcdec5442a3992c38d7bf4cd1417e7dcb308#analytics,857,days,1206,days,0,20.08,11.971665010201768,4884.8
0xb634058bd3ac146b128824e4b9ab59561b0568b9,https://etherscan.io/address/0xb634058bd3ac146b128824e4b9ab59561b0568b9#analytics,28,days,2066,days,0,1.30,125.31392119515021,162138.6
0xa4b8dd77713362b29880400f2159640a174be874,https://etherscan.io/address/0xa4b8dd77713362b29880400f2159640a174be874#analytics,978,days,1455,days,0,0.00,7.508491288064652,3257.56
0x344776cd105f783eda1726de58fb49b8364c4fd6,https://etherscan.io/address/0x344776cd105f783eda1726de58fb49b8364c4fd6#analytics,1199,days,1199,days,0,None,0.06995715796699245,30.68
0x96e9f8011a77f1219fd178211af5fe6f06bb4b26,https://etherscan.io/address/0x96e9f8011a77f1219fd178211af5fe6f06bb4b26#analytics,59,days,1291,days,0,10.92,3.070569918579757,1163.87
0x10b6df070b28e17e41bbc7fd8e871054d84c1670,https://etherscan.io/address/0x10b6df070b28e17e41bbc7fd8e871054d84c1670#analytics,1032,days,1225,days,0,None,12.667227817009627,6027.19
0x863b89bdaba9e6b60c94bf216a62995b2d2aeba0,https://etherscan.io/address/0x863b89bdaba9e6b60c94bf216a62995b2d2aeba0#analytics,4,days,1386,days,0,7177.48,32.499016655672904,127274.27
0xc97e80ffc9f3941c41bca7f9c6f019180ea3fb86,https://etherscan.io/address/0xc97e80ffc9f3941c41bca7f9c6f019180ea3fb86#analytics,5,days,1455,days,0,2.36,23.150818846603116,14889.68
0x2da562c1d6d9c99916e4399b70f6cbb3e99ed56d,https://etherscan.io/address/0x2da562c1d6d9c99916e4399b70f6cbb3e99ed56d#analytics,946,days,1231,days,0,3.57,1.579112146862943,465.46
0x79d9f7874ed660017aa6dbf0ddc5b3a3212e1860,https://etherscan.io/address/0x79d9f7874ed660017aa6dbf0ddc5b3a3212e1860#analytics,479,days,1762,days,0,6.88,2.0979247982391347,586.13
0xbbce32d65d739b133196bec15b6529ced28df8c5,https://etherscan.io/address/0xbbce32d65d739b133196bec15b6529ced28df8c5#analytics,94,days,1229,days,0,51.91,46.19559710743363,18422.34
0xe334de6168338b9fd504b827c40602556204aecc,https://etherscan.io/address/0xe334de6168338b9fd504b827c40602556204aecc#analytics,212,days,1250,days,0,10.47,70.7743510066774,191613.06
0x907eee754fd58cbfdc3df0c41bc14ed5bc51151e,https://etherscan.io/address/0x907eee754fd58cbfdc3df0c41bc14ed5bc51151e#analytics,529,days,1216,days,0,4.84,0.8729597347925558,370.98
0xb14908e2e110cb2ab8bee9ff2104fc81fbf3ee91,https://etherscan.io/address/0xb14908e2e110cb2ab8bee9ff2104fc81fbf3ee91#analytics,414,days,1217,days,0,36.65,7.17722072974695,3349.79
0xc2b5621a65f2397a568317568db9598e70cd46a6,https://etherscan.io/address/0xc2b5621a65f2397a568317568db9598e70cd46a6#analytics,116,days,1216,days,0,1.85,18.53668877155217,43286.61
0x3cfcf61a3126a1a4b2c209cd40313b7d273dc13f,https://etherscan.io/address/0x3cfcf61a3126a1a4b2c209cd40313b7d273dc13f#analytics,1067,days,1317,days,0,0.00,0.616345351768,238.78
0x79f7c440b359dece7f2a74813a94c36e3aba740e,https://etherscan.io/address/0x79f7c440b359dece7f2a74813a94c36e3aba740e#analytics,304,days,2047,days,0,650.75,8.669667339758698,23375.46
0x39979745b166572c25b4c7e4e0939c9298efe79d,https://etherscan.io/address/0x39979745b166572c25b4c7e4e0939c9298efe79d#analytics,33,days,1217,days,0,4.90,333.4248693878565,273132.86
0x94f29c67855f062697d7a9d7e375f448c1249f03,https://etherscan.io/address/0x94f29c67855f062697d7a9d7e375f448c1249f03#analytics,1165,days,1195,days,0,None,0.1040276,40.52
0x94f29c67855f062697d7a9d7e375f448c1249f03,https://etherscan.io/address/0x94f29c67855f062697d7a9d7e375f448c1249f03#analytics,1165,days,1195,days,0,None,0.1040276,40.52
0x92f22c8a84b9dd64b6df00048ec0baa187f03bc2,https://etherscan.io/address/0x92f22c8a84b9dd64b6df00048ec0baa187f03bc2#analytics,24,days,1215,days,0,18599.03,3.395443474857251,1325.17
0x16ef978f2be9bfd9c69ff3458771370c804727c1,https://etherscan.io/address/0x16ef978f2be9bfd9c69ff3458771370c804727c1#analytics,1,day,1238,days,0,97338.38,3.0589662592764824,1191.44
0x7ca4db5b87522561af454617a9e82955c7791c20,https://etherscan.io/address/0x7ca4db5b87522561af454617a9e82955c7791c20#analytics,10,days,1531,days,0,37.03,59.542135896568325,86953.55
0xc76dd85de853b844b9590cc268a1222828b9f896,https://etherscan.io/address/0xc76dd85de853b844b9590cc268a1222828b9f896#analytics,2,days,1213,days,4,8733.35,39.864311447948076,104071.37
0x32403efc9e1eb347523e484396415c3e46003588,https://etherscan.io/address/0x32403efc9e1eb347523e484396415c3e46003588#analytics,732,days,1292,days,0,0.00,8.869182488009733,3424.39
0xbd7ebff98cd6e757d4698fd8ce6883f32d9c8e10,https://etherscan.io/address/0xbd7ebff98cd6e757d4698fd8ce6883f32d9c8e10#analytics,659,days,1213,days,0,0.00,18.58844308068163,7043.9
0x2795ceaf06f80e53335a1e5d8ff244ffa5bcf964,https://etherscan.io/address/0x2795ceaf06f80e53335a1e5d8ff244ffa5bcf964#analytics,47,days,1952,days,0,5.75,0.8486778274311951,1284.81
0xe1c629fe25fe345650199ce1b79fd561adb777ca,https://etherscan.io/address/0xe1c629fe25fe345650199ce1b79fd561adb777ca#analytics,978,days,1202,days,0,0.01,0.1963919036003939,194.03
0xeb3036301fd6fb50cd9e2e3945b8fd074e853e71,https://etherscan.io/address/0xeb3036301fd6fb50cd9e2e3945b8fd074e853e71#analytics,852,days,1204,days,0,132.26,1.3,516.83
0xf31a0bcac9bb98fa8af4a591593ebd6c808dfcd5,https://etherscan.io/address/0xf31a0bcac9bb98fa8af4a591593ebd6c808dfcd5#analytics,5,days,1221,days,0,49.32,1.6424641204921115,4200.72
0xf31a0bcac9bb98fa8af4a591593ebd6c808dfcd5,https://etherscan.io/address/0xf31a0bcac9bb98fa8af4a591593ebd6c808dfcd5#analytics,5,days,1221,days,0,49.32,1.6424641204921115,4200.72
0xf31a0bcac9bb98fa8af4a591593ebd6c808dfcd5,https://etherscan.io/address/0xf31a0bcac9bb98fa8af4a591593ebd6c808dfcd5#analytics,5,days,1221,days,0,49.32,1.6424641204921115,4200.72
0x083e075d0cda8549f9d0e5e9c8c58f21ba225b91,https://etherscan.io/address/0x083e075d0cda8549f9d0e5e9c8c58f21ba225b91#analytics,1193,days,1214,days,0,6.96,1,346.81
0x17a11681beeb0ddc24329a6303b927a85c549359,https://etherscan.io/address/0x17a11681beeb0ddc24329a6303b927a85c549359#analytics,951,days,1288,days,0,None,0.038320907,85.88
0x6429042146d7b3a8590ed836804bfab49a2da1f6,https://etherscan.io/address/0x6429042146d7b3a8590ed836804bfab49a2da1f6#analytics,1,hr,1214,days,0,0.44,13.46489426780596,8237.26
0xf31a0bcac9bb98fa8af4a591593ebd6c808dfcd5,https://etherscan.io/address/0xf31a0bcac9bb98fa8af4a591593ebd6c808dfcd5#analytics,5,days,1221,days,0,49.32,1.6424641204921115,4200.72
0x75cb35f73659474e4cfbd4ba41027dd991b901db,https://etherscan.io/address/0x75cb35f73659474e4cfbd4ba41027dd991b901db#analytics,821,days,1892,days,0,40.95,30.162135557464985,13226.4
0x2795ceaf06f80e53335a1e5d8ff244ffa5bcf964,https://etherscan.io/address/0x2795ceaf06f80e53335a1e5d8ff244ffa5bcf964#analytics,47,days,1952,days,0,5.75,0.8486778274311951,1284.81
0xbcfc53612ebd21c1ae5d11388f56c6cebef2f11d,https://etherscan.io/address/0xbcfc53612ebd21c1ae5d11388f56c6cebef2f11d#analytics,724,days,1266,days,2,44.84,122.8484681228073,219614.98
0xefe366e42f6e2684ef608581f7b743b0fb8d64d2,https://etherscan.io/address/0xefe366e42f6e2684ef608581f7b743b0fb8d64d2#analytics,34,days,1263,days,0,2.77,8.55012471064089,16440.18
0x743fc3596c3a4f3216c589754c7aa1f86a03bedc,https://etherscan.io/address/0x743fc3596c3a4f3216c589754c7aa1f86a03bedc#analytics,383,days,1224,days,0,2.00,2.9938678584790894,6390.29
0xffe5f3203f972a0624068589040a894f94ac3aee,https://etherscan.io/address/0xffe5f3203f972a0624068589040a894f94ac3aee#analytics,823,days,1439,days,0,0.09,131.63804165952428,57111.16
0xf82f51fe2f9b85056d033a328dedfc027d575ebe,https://etherscan.io/address/0xf82f51fe2f9b85056d033a328dedfc027d575ebe#analytics,1152,days,1194,days,0,None,0.020785888,8
0x34e5fd9fb557b6bfe5ef3475fd25139951ff515d,https://etherscan.io/address/0x34e5fd9fb557b6bfe5ef3475fd25139951ff515d#analytics,1,day,2351,days,0,4115.63,82.17837985216501,38392.92
0x34e5fd9fb557b6bfe5ef3475fd25139951ff515d,https://etherscan.io/address/0x34e5fd9fb557b6bfe5ef3475fd25139951ff515d#analytics,1,day,2351,days,0,4115.63,82.17837985216501,38392.92
0xebf977bd4c116a4f4963e9132a63fe881e357c01,https://etherscan.io/address/0xebf977bd4c116a4f4963e9132a63fe881e357c01#analytics,1130,days,1226,days,0,0.00,11.417618157966132,4172.11
0x498951ded947b9947167c578628eb2261e38131d,https://etherscan.io/address/0x498951ded947b9947167c578628eb2261e38131d#analytics,619,days,1356,days,0,5.42,2.0773847422357923,778.37
0x498951ded947b9947167c578628eb2261e38131d,https://etherscan.io/address/0x498951ded947b9947167c578628eb2261e38131d#analytics,619,days,1356,days,0,5.42,2.0773847422357923,778.37
0x224e28c920ffab767200ef2f85b160557134ec9f,https://etherscan.io/address/0x224e28c920ffab767200ef2f85b160557134ec9f#analytics,253,days,1234,days,0,2494.64,9.568707299,2928.14
0x1f1ddd6734b8c077b87870fe86b2b732839340b2,https://etherscan.io/address/0x1f1ddd6734b8c077b87870fe86b2b732839340b2#analytics,949,days,1275,days,0,6.00,4.728042141820847,1113.53
0xba29bf8046d46d687dc00f09caddb0c83540caeb,https://etherscan.io/address/0xba29bf8046d46d687dc00f09caddb0c83540caeb#analytics,282,days,1207,days,0,11025.61,38.85799758273919,135379.71
0x3dfac7a7cf216bdb9d74e2fad9602a73f69fceaf,https://etherscan.io/address/0x3dfac7a7cf216bdb9d74e2fad9602a73f69fceaf#analytics,1019,days,1244,days,0,52.04,1.8503242469477383,3225.12
0x691e1d2ef45d52c7ca946638b1400933592330a6,https://etherscan.io/address/0x691e1d2ef45d52c7ca946638b1400933592330a6#analytics,402,days,1321,days,1,216.38,735.4354072972955,187856.28
0x5cec75bb627b29e0d32a5b874de12732173725a3,https://etherscan.io/address/0x5cec75bb627b29e0d32a5b874de12732173725a3#analytics,1151,days,1613,days,0,166.20,4.433964844,1190.79
0xfb2b1ff4a80af6d4f2798e34426e7766626d8f88,https://etherscan.io/address/0xfb2b1ff4a80af6d4f2798e34426e7766626d8f88#analytics,85,days,1921,days,0,3.69,0.647882300495808,224.06
0xa39e8001a245d14bf4ac5393791c67f652ff83fa,https://etherscan.io/address/0xa39e8001a245d14bf4ac5393791c67f652ff83fa#analytics,17,hrs,1966,days,0,67.16,9.886568990335993,18765.42
0x2950846e3a5ddad709e98fce8d2b84fddd284199,https://etherscan.io/address/0x2950846e3a5ddad709e98fce8d2b84fddd284199#analytics,556,days,1443,days,0,1.10,3.1460634064,4516.09
0xe8743f0a38fb2b2315d6a1417181366a4667acef,https://etherscan.io/address/0xe8743f0a38fb2b2315d6a1417181366a4667acef#analytics,128,days,1214,days,0,24.29,0.9889069913945698,1303.84
0xc8d64ccaf7c8392e56dedd476931a27082ac4af7,https://etherscan.io/address/0xc8d64ccaf7c8392e56dedd476931a27082ac4af7#analytics,1095,days,1234,days,0,5.29,3.244288089074198,1147.5
0x2a59d69f55c39095862408c3e47de92cd729460d,https://etherscan.io/address/0x2a59d69f55c39095862408c3e47de92cd729460d#analytics,1026,days,1213,days,0,None,1.2828569143939124,556.57
0x6d6331b2c637abee25dad70cbf1c5f721b60ee56,https://etherscan.io/address/0x6d6331b2c637abee25dad70cbf1c5f721b60ee56#analytics,755,days,1241,days,0,6.41,7.470002586044987,2283.36
